ID,X_pix,Y_pix,RA_deg,Dec_deg,Fluxo,Erro_Fluxo,Mag_Inst,Erro_Mag_Inst,Std_Fundo_Local,Area_Ap,Exptime
452,2765.8829028116756,1275.2208639226233,276.5277616883292,-14.71271814055806,135472.62632150995,419.14076044485245,-6.834778854011856,0.003359063273306624,6.39312829622854,625.9983263132058,250
372,684.7244923273892,1058.0133258873757,276.5688885446453,-15.011853908853581,134608.2874275524,414.37513596204815,-6.8278294756114475,0.003342194553631252,6.141070268108782,625.9983263132058,250
375,820.5588662237424,1066.2757287874292,276.56708676543826,-14.992313043123493,132668.68723214534,409.7755483509931,-6.812071057768198,0.0033534161084008717,5.985895043793004,625.9983263132058,250
552,431.8831842406559,1591.0768080167895,276.49038428777425,-15.050409606567493,126850.23389636184,398.914180598199,-6.763378159181281,0.003414271401575132,5.728596797803922,625.9983263132058,250
54,1360.6488693467343,169.56858568092036,276.6985791836301,-14.910771551794069,115499.78539833956,414.6017445365845,-6.661602921565563,0.0038972636398495073,7.571565842331426,625.9983263132058,250
520,785.1790088256274,1464.5851955180983,276.5077970117683,-14.999007363522137,115244.67262683215,385.98129909940184,-6.659202124705246,0.0036362626304571747,5.856236647086228,625.9983263132058,250
55,393.54027059846646,176.90647490859365,276.7016047845053,-15.050207307720978,111361.91556156363,378.03983343431855,-6.621991710141425,0.003685621292431338,5.663447971944811,625.9983263132058,250
8,1006.0524132200835,37.24071041927356,276.719832497095,-14.961337404844992,109374.00932802714,383.93122587092915,-6.602435309217095,0.0038110894397034223,6.2176254140519704,625.9983263132058,250
272,284.3206279413009,782.7314484266838,276.6116515932952,-15.068434954725294,109022.37914958852,382.20030880023984,-6.598939116372796,0.0038061440091585693,6.137446564363521,625.9983263132058,250
340,312.2889805666252,988.3824321086199,276.58083973016426,-15.065237080083532,108476.75380445423,374.6379460930198,-6.593491679170452,0.0037495998341396724,5.692508676187832,625.9983263132058,250
217,1018.7342386709205,624.5773190271626,276.63215657459506,-14.961951239864607,106331.77044009522,378.22840874064525,-6.571807590835395,0.003861899239240682,6.1100779333227955,625.9983263132058,250
